city,RMSE,R2,MAE,F1_Bad,Recall_Bad,n_samples,pct_bad
danang,4.746110999748392,0.949280753886755,3.226055885688758,0.9043715846994536,0.8982360922537552,2603,28.31348444102958
haiphong,4.859580836183515,0.944333308606287,3.2782337988594357,0.9239357990230286,0.9220055710177993,2603,27.58355743373031
hanoi,4.821235731528383,0.945528620626454,3.2154611173047516,0.910650464617584,0.9048295454416928,2603,27.04571648098348
hcmc,4.815020965173018,0.9405108341178863,3.255734211460519,0.8924806746310612,0.8758620689534363,2603,27.85247791010373
